migration_year,current_state,prev_state,migration
2012,Alabama,Alabama,N/A
2012,Alabama,Alaska,1004
2012,Alabama,Arizona,962
2012,Alabama,Arkansas,660
2012,Alabama,California,3077
2012,Alabama,Colorado,1386
2012,Alabama,Connecticut,284
2012,Alabama,Delaware,42
2012,Alabama,District of Columbia ,162
2012,Alabama,Florida,11244
2012,Alabama,Georgia,19920
2012,Alabama,Hawaii,627
2012,Alabama,Idaho,493
2012,Alabama,Illinois,2722
2012,Alabama,Indiana,1347
2012,Alabama,Iowa,345
2012,Alabama,Kansas,865
2012,Alabama,Kentucky,2495
2012,Alabama,Louisiana,3104
2012,Alabama,Maine,67
2012,Alabama,Maryland,1513
2012,Alabama,Massachusetts,334
2012,Alabama,Michigan,2298
2012,Alabama,Minnesota,752
2012,Alabama,Mississippi,4952
2012,Alabama,Missouri,1555
2012,Alabama,Montana,101
2012,Alabama,Nebraska,151
2012,Alabama,Nevada,1009
2012,Alabama,New Hampshire,161
2012,Alabama,New Jersey,1702
2012,Alabama,New Mexico,459
2012,Alabama,New York,2709
2012,Alabama,North Carolina,5133
2012,Alabama,North Dakota,228
2012,Alabama,Ohio,1411
2012,Alabama,Oklahoma,194
2012,Alabama,Oregon,200
2012,Alabama,Pennsylvania,1837
2012,Alabama,Rhode Island,0
2012,Alabama,South Carolina,2811
2012,Alabama,South Dakota,518
2012,Alabama,Tennessee,10539
2012,Alabama,Texas,7468
2012,Alabama,Utah,579
2012,Alabama,Vermont,0
2012,Alabama,Virginia,3170
2012,Alabama,Washington,1034
2012,Alabama,West Virginia,128
2012,Alabama,Wisconsin,760
2012,Alabama,Wyoming,88
2012,Alaska,Alabama,1097
2012,Alaska,Alaska,N/A
2012,Alaska,Arizona,1520
2012,Alaska,Arkansas,196
2012,Alaska,California,3494
2012,Alaska,Colorado,556
2012,Alaska,Connecticut,0
2012,Alaska,Delaware,0
2012,Alaska,District of Columbia ,356
2012,Alaska,Florida,1991
2012,Alaska,Georgia,928
2012,Alaska,Hawaii,1376
2012,Alaska,Idaho,538
2012,Alaska,Illinois,58
2012,Alaska,Indiana,260
2012,Alaska,Iowa,13
2012,Alaska,Kansas,221
2012,Alaska,Kentucky,161
2012,Alaska,Louisiana,120
2012,Alaska,Maine,66
2012,Alaska,Maryland,508
2012,Alaska,Massachusetts,297
2012,Alaska,Michigan,563
2012,Alaska,Minnesota,192
2012,Alaska,Mississippi,56
2012,Alaska,Missouri,819
2012,Alaska,Montana,371
2012,Alaska,Nebraska,1195
2012,Alaska,Nevada,803
2012,Alaska,New Hampshire,118
2012,Alaska,New Jersey,116
2012,Alaska,New Mexico,263
2012,Alaska,New York,736
2012,Alaska,North Carolina,920
2012,Alaska,North Dakota,264
2012,Alaska,Ohio,1316
2012,Alaska,Oklahoma,335
2012,Alaska,Oregon,3174
2012,Alaska,Pennsylvania,255
2012,Alaska,Rhode Island,0
2012,Alaska,South Carolina,384
2012,Alaska,South Dakota,99
2012,Alaska,Tennessee,451
2012,Alaska,Texas,1488
2012,Alaska,Utah,330
2012,Alaska,Vermont,79
2012,Alaska,Virginia,1265
2012,Alaska,Washington,3725
2012,Alaska,West Virginia,0
2012,Alaska,Wisconsin,206
2012,Alaska,Wyoming,136
2012,Arizona,Alabama,1331
2012,Arizona,Alaska,3717
2012,Arizona,Arizona,N/A
2012,Arizona,Arkansas,1214
2012,Arizona,California,44889
2012,Arizona,Colorado,13790
2012,Arizona,Connecticut,417
2012,Arizona,Delaware,246
2012,Arizona,District of Columbia ,36
2012,Arizona,Florida,5553
2012,Arizona,Georgia,2263
2012,Arizona,Hawaii,2491
2012,Arizona,Idaho,2934
2012,Arizona,Illinois,10744
2012,Arizona,Indiana,2930
2012,Arizona,Iowa,2702
2012,Arizona,Kansas,2498
2012,Arizona,Kentucky,1328
2012,Arizona,Louisiana,724
2012,Arizona,Maine,616
2012,Arizona,Maryland,3007
2012,Arizona,Massachusetts,1961
2012,Arizona,Michigan,9598
2012,Arizona,Minnesota,8570
2012,Arizona,Mississippi,293
2012,Arizona,Missouri,2595
2012,Arizona,Montana,1118
2012,Arizona,Nebraska,2293
2012,Arizona,Nevada,6712
2012,Arizona,New Hampshire,510
2012,Arizona,New Jersey,2564
2012,Arizona,New Mexico,6946
2012,Arizona,New York,7402
2012,Arizona,North Carolina,2721
2012,Arizona,North Dakota,877
2012,Arizona,Ohio,7906
2012,Arizona,Oklahoma,1626
2012,Arizona,Oregon,8587
2012,Arizona,Pennsylvania,4280
2012,Arizona,Rhode Island,614
2012,Arizona,South Carolina,1070
2012,Arizona,South Dakota,1472
2012,Arizona,Tennessee,5075
2012,Arizona,Texas,14788
2012,Arizona,Utah,5916
2012,Arizona,Vermont,207
2012,Arizona,Virginia,2763
2012,Arizona,Washington,13247
2012,Arizona,West Virginia,765
2012,Arizona,Wisconsin,3765
2012,Arizona,Wyoming,2786
2012,Arkansas,Alabama,374
2012,Arkansas,Alaska,855
2012,Arkansas,Arizona,1677
2012,Arkansas,Arkansas,N/A
2012,Arkansas,California,3525
2012,Arkansas,Colorado,603
2012,Arkansas,Connecticut,185
2012,Arkansas,Delaware,0
2012,Arkansas,District of Columbia ,205
2012,Arkansas,Florida,2682
2012,Arkansas,Georgia,1525
2012,Arkansas,Hawaii,0
2012,Arkansas,Idaho,0
2012,Arkansas,Illinois,3576
2012,Arkansas,Indiana,1172
2012,Arkansas,Iowa,409
2012,Arkansas,Kansas,1033
2012,Arkansas,Kentucky,1310
2012,Arkansas,Louisiana,3953
2012,Arkansas,Maine,17
2012,Arkansas,Maryland,169
2012,Arkansas,Massachusetts,254
2012,Arkansas,Michigan,1283
2012,Arkansas,Minnesota,295
2012,Arkansas,Mississippi,3689
2012,Arkansas,Missouri,9105
2012,Arkansas,Montana,258
2012,Arkansas,Nebraska,166
2012,Arkansas,Nevada,121
2012,Arkansas,New Hampshire,0
2012,Arkansas,New Jersey,157
2012,Arkansas,New Mexico,547
2012,Arkansas,New York,2262
2012,Arkansas,North Carolina,3057
2012,Arkansas,North Dakota,0
2012,Arkansas,Ohio,1135
2012,Arkansas,Oklahoma,9938
2012,Arkansas,Oregon,193
2012,Arkansas,Pennsylvania,516
2012,Arkansas,Rhode Island,59
2012,Arkansas,South Carolina,52
2012,Arkansas,South Dakota,673
2012,Arkansas,Tennessee,4195
2012,Arkansas,Texas,11767
2012,Arkansas,Utah,269
2012,Arkansas,Vermont,0
2012,Arkansas,Virginia,1159
2012,Arkansas,Washington,251
2012,Arkansas,West Virginia,84
2012,Arkansas,Wisconsin,695
2012,Arkansas,Wyoming,1498
2012,California,Alabama,2509
2012,California,Alaska,6995
2012,California,Arizona,38916
2012,California,Arkansas,3472
2012,California,California,N/A
2012,California,Colorado,15150
2012,California,Connecticut,6764
2012,California,Delaware,474
2012,California,District of Columbia ,3199
2012,California,Florida,21004
2012,California,Georgia,10790
2012,California,Hawaii,11906
2012,California,Idaho,5331
2012,California,Illinois,21251
2012,California,Indiana,5891
2012,California,Iowa,2284
2012,California,Kansas,2790
2012,California,Kentucky,3763
2012,California,Louisiana,5180
2012,California,Maine,1256
2012,California,Maryland,7902
2012,California,Massachusetts,14356
2012,California,Michigan,8921
2012,California,Minnesota,8539
2012,California,Mississippi,2556
2012,California,Missouri,6729
2012,California,Montana,3060
2012,California,Nebraska,3302
2012,California,Nevada,27968
2012,California,New Hampshire,1327
2012,California,New Jersey,12057
2012,California,New Mexico,5921
2012,California,New York,31261
2012,California,North Carolina,11195
2012,California,North Dakota,1827
2012,California,Ohio,10653
2012,California,Oklahoma,6671
2012,California,Oregon,22724
2012,California,Pennsylvania,10466
2012,California,Rhode Island,1648
2012,California,South Carolina,4110
2012,California,South Dakota,826
2012,California,Tennessee,5802
2012,California,Texas,43005
2012,California,Utah,12172
2012,California,Vermont,544
2012,California,Virginia,15625
2012,California,Washington,34569
2012,California,West Virginia,1413
2012,California,Wisconsin,5681
2012,California,Wyoming,1886
2012,Colorado,Alabama,3108
2012,Colorado,Alaska,3457
2012,Colorado,Arizona,10589
2012,Colorado,Arkansas,1043
2012,Colorado,California,22152
2012,Colorado,Colorado,N/A
2012,Colorado,Connecticut,1317
2012,Colorado,Delaware,70
2012,Colorado,District of Columbia ,488
2012,Colorado,Florida,8615
2012,Colorado,Georgia,5834
2012,Colorado,Hawaii,2536
2012,Colorado,Idaho,2660
2012,Colorado,Illinois,6374
2012,Colorado,Indiana,4336
2012,Colorado,Iowa,2776
2012,Colorado,Kansas,5283
2012,Colorado,Kentucky,2500
2012,Colorado,Louisiana,5048
2012,Colorado,Maine,20
2012,Colorado,Maryland,2844
2012,Colorado,Massachusetts,5939
2012,Colorado,Michigan,3343
2012,Colorado,Minnesota,2992
2012,Colorado,Mississippi,835
2012,Colorado,Missouri,3771
2012,Colorado,Montana,2021
2012,Colorado,Nebraska,4472
2012,Colorado,Nevada,3789
2012,Colorado,New Hampshire,679
2012,Colorado,New Jersey,2464
2012,Colorado,New Mexico,6520
2012,Colorado,New York,7250
2012,Colorado,North Carolina,4378
2012,Colorado,North Dakota,1918
2012,Colorado,Ohio,4533
2012,Colorado,Oklahoma,4582
2012,Colorado,Oregon,2419
2012,Colorado,Pennsylvania,3950
2012,Colorado,Rhode Island,137
2012,Colorado,South Carolina,2383
2012,Colorado,South Dakota,756
2012,Colorado,Tennessee,2535
2012,Colorado,Texas,17355
2012,Colorado,Utah,6398
2012,Colorado,Vermont,503
2012,Colorado,Virginia,3796
2012,Colorado,Washington,4853
2012,Colorado,West Virginia,837
2012,Colorado,Wisconsin,3000
2012,Colorado,Wyoming,5602
2012,Connecticut,Alabama,46
2012,Connecticut,Alaska,439
2012,Connecticut,Arizona,3167
2012,Connecticut,Arkansas,200
2012,Connecticut,California,3161
2012,Connecticut,Colorado,367
2012,Connecticut,Connecticut,N/A
2012,Connecticut,Delaware,22
2012,Connecticut,District of Columbia ,288
2012,Connecticut,Florida,6578
2012,Connecticut,Georgia,1702
2012,Connecticut,Hawaii,408
2012,Connecticut,Idaho,97
2012,Connecticut,Illinois,912
2012,Connecticut,Indiana,53
2012,Connecticut,Iowa,0
2012,Connecticut,Kansas,0
2012,Connecticut,Kentucky,124
2012,Connecticut,Louisiana,909
2012,Connecticut,Maine,1224
2012,Connecticut,Maryland,1752
2012,Connecticut,Massachusetts,8743
2012,Connecticut,Michigan,753
2012,Connecticut,Minnesota,605
2012,Connecticut,Mississippi,276
2012,Connecticut,Missouri,358
2012,Connecticut,Montana,50
2012,Connecticut,Nebraska,45
2012,Connecticut,Nevada,172
2012,Connecticut,New Hampshire,1009
2012,Connecticut,New Jersey,5665
2012,Connecticut,New Mexico,444
2012,Connecticut,New York,23310
2012,Connecticut,North Carolina,3379
2012,Connecticut,North Dakota,0
2012,Connecticut,Ohio,287
2012,Connecticut,Oklahoma,415
2012,Connecticut,Oregon,35
