migration_year,current_state,prev_state,migration
2019,Alabama,Alabama,N/A
2019,Alabama,Alaska,1105
2019,Alabama,Arizona,904
2019,Alabama,Arkansas,813
2019,Alabama,California,3690
2019,Alabama,Colorado,2042
2019,Alabama,Connecticut,705
2019,Alabama,Delaware,0
2019,Alabama,District of Columbia ,248
2019,Alabama,Florida,15519
2019,Alabama,Georgia,13993
2019,Alabama,Hawaii,668
2019,Alabama,Idaho,0
2019,Alabama,Illinois,1962
2019,Alabama,Indiana,3451
2019,Alabama,Iowa,722
2019,Alabama,Kansas,1212
2019,Alabama,Kentucky,1500
2019,Alabama,Louisiana,3789
2019,Alabama,Maine,140
2019,Alabama,Maryland,808
2019,Alabama,Massachusetts,1452
2019,Alabama,Michigan,1893
2019,Alabama,Minnesota,41
2019,Alabama,Mississippi,4377
2019,Alabama,Missouri,864
2019,Alabama,Montana,151
2019,Alabama,Nebraska,386
2019,Alabama,Nevada,771
2019,Alabama,New Hampshire,176
2019,Alabama,New Jersey,599
2019,Alabama,New Mexico,53
2019,Alabama,New York,1996
2019,Alabama,North Carolina,3597
2019,Alabama,North Dakota,17
2019,Alabama,Ohio,2364
2019,Alabama,Oklahoma,541
2019,Alabama,Oregon,245
2019,Alabama,Pennsylvania,2336
2019,Alabama,Rhode Island,257
2019,Alabama,South Carolina,2448
2019,Alabama,South Dakota,0
2019,Alabama,Tennessee,9970
2019,Alabama,Texas,8405
2019,Alabama,Utah,2083
2019,Alabama,Vermont,0
2019,Alabama,Virginia,2876
2019,Alabama,Washington,1883
2019,Alabama,West Virginia,421
2019,Alabama,Wisconsin,1307
2019,Alabama,Wyoming,0
2019,Alaska,Alabama,260
2019,Alaska,Alaska,N/A
2019,Alaska,Arizona,886
2019,Alaska,Arkansas,12
2019,Alaska,California,2547
2019,Alaska,Colorado,685
2019,Alaska,Connecticut,153
2019,Alaska,Delaware,224
2019,Alaska,District of Columbia ,69
2019,Alaska,Florida,2473
2019,Alaska,Georgia,743
2019,Alaska,Hawaii,217
2019,Alaska,Idaho,1644
2019,Alaska,Illinois,952
2019,Alaska,Indiana,0
2019,Alaska,Iowa,143
2019,Alaska,Kansas,1296
2019,Alaska,Kentucky,1017
2019,Alaska,Louisiana,529
2019,Alaska,Maine,77
2019,Alaska,Maryland,339
2019,Alaska,Massachusetts,515
2019,Alaska,Michigan,310
2019,Alaska,Minnesota,417
2019,Alaska,Mississippi,86
2019,Alaska,Missouri,890
2019,Alaska,Montana,113
2019,Alaska,Nebraska,1
2019,Alaska,Nevada,986
2019,Alaska,New Hampshire,0
2019,Alaska,New Jersey,0
2019,Alaska,New Mexico,878
2019,Alaska,New York,329
2019,Alaska,North Carolina,2557
2019,Alaska,North Dakota,187
2019,Alaska,Ohio,29
2019,Alaska,Oklahoma,359
2019,Alaska,Oregon,750
2019,Alaska,Pennsylvania,385
2019,Alaska,Rhode Island,0
2019,Alaska,South Carolina,448
2019,Alaska,South Dakota,280
2019,Alaska,Tennessee,301
2019,Alaska,Texas,4332
2019,Alaska,Utah,1092
2019,Alaska,Vermont,44
2019,Alaska,Virginia,2216
2019,Alaska,Washington,1435
2019,Alaska,West Virginia,355
2019,Alaska,Wisconsin,228
2019,Alaska,Wyoming,242
2019,Arizona,Alabama,1750
2019,Arizona,Alaska,1561
2019,Arizona,Arizona,N/A
2019,Arizona,Arkansas,1022
2019,Arizona,California,59713
2019,Arizona,Colorado,14684
2019,Arizona,Connecticut,895
2019,Arizona,Delaware,653
2019,Arizona,District of Columbia ,239
2019,Arizona,Florida,7358
2019,Arizona,Georgia,3947
2019,Arizona,Hawaii,4942
2019,Arizona,Idaho,2961
2019,Arizona,Illinois,10915
2019,Arizona,Indiana,3156
2019,Arizona,Iowa,2982
2019,Arizona,Kansas,3742
2019,Arizona,Kentucky,383
2019,Arizona,Louisiana,1650
2019,Arizona,Maine,218
2019,Arizona,Maryland,1905
2019,Arizona,Massachusetts,2745
2019,Arizona,Michigan,7914
2019,Arizona,Minnesota,5868
2019,Arizona,Mississippi,393
2019,Arizona,Missouri,2248
2019,Arizona,Montana,1636
2019,Arizona,Nebraska,2307
2019,Arizona,Nevada,7514
2019,Arizona,New Hampshire,392
2019,Arizona,New Jersey,3221
2019,Arizona,New Mexico,7251
2019,Arizona,New York,6079
2019,Arizona,North Carolina,4038
2019,Arizona,North Dakota,1012
2019,Arizona,Ohio,5178
2019,Arizona,Oklahoma,2042
2019,Arizona,Oregon,6979
2019,Arizona,Pennsylvania,4906
2019,Arizona,Rhode Island,227
2019,Arizona,South Carolina,304
2019,Arizona,South Dakota,989
2019,Arizona,Tennessee,2253
2019,Arizona,Texas,17482
2019,Arizona,Utah,8917
2019,Arizona,Vermont,662
2019,Arizona,Virginia,3837
2019,Arizona,Washington,17636
2019,Arizona,West Virginia,237
2019,Arizona,Wisconsin,3688
2019,Arizona,Wyoming,664
2019,Arkansas,Alabama,636
2019,Arkansas,Alaska,98
2019,Arkansas,Arizona,692
2019,Arkansas,Arkansas,N/A
2019,Arkansas,California,4967
2019,Arkansas,Colorado,1585
2019,Arkansas,Connecticut,87
2019,Arkansas,Delaware,0
2019,Arkansas,District of Columbia ,295
2019,Arkansas,Florida,2118
2019,Arkansas,Georgia,1352
2019,Arkansas,Hawaii,118
2019,Arkansas,Idaho,157
2019,Arkansas,Illinois,1308
2019,Arkansas,Indiana,438
2019,Arkansas,Iowa,674
2019,Arkansas,Kansas,1139
2019,Arkansas,Kentucky,265
2019,Arkansas,Louisiana,4089
2019,Arkansas,Maine,39
2019,Arkansas,Maryland,535
2019,Arkansas,Massachusetts,97
2019,Arkansas,Michigan,820
2019,Arkansas,Minnesota,1142
2019,Arkansas,Mississippi,1867
2019,Arkansas,Missouri,4368
2019,Arkansas,Montana,74
2019,Arkansas,Nebraska,380
2019,Arkansas,Nevada,962
2019,Arkansas,New Hampshire,0
2019,Arkansas,New Jersey,420
2019,Arkansas,New Mexico,0
2019,Arkansas,New York,642
2019,Arkansas,North Carolina,369
2019,Arkansas,North Dakota,39
2019,Arkansas,Ohio,569
2019,Arkansas,Oklahoma,5826
2019,Arkansas,Oregon,501
2019,Arkansas,Pennsylvania,533
2019,Arkansas,Rhode Island,0
2019,Arkansas,South Carolina,443
2019,Arkansas,South Dakota,0
2019,Arkansas,Tennessee,3237
2019,Arkansas,Texas,12851
2019,Arkansas,Utah,710
2019,Arkansas,Vermont,0
2019,Arkansas,Virginia,671
2019,Arkansas,Washington,571
2019,Arkansas,West Virginia,133
2019,Arkansas,Wisconsin,797
2019,Arkansas,Wyoming,1109
2019,California,Alabama,3310
2019,California,Alaska,5064
2019,California,Arizona,28226
2019,California,Arkansas,3104
2019,California,California,N/A
2019,California,Colorado,15085
2019,California,Connecticut,4067
2019,California,Delaware,1630
2019,California,District of Columbia ,3075
2019,California,Florida,22692
2019,California,Georgia,14496
2019,California,Hawaii,11985
2019,California,Idaho,4372
2019,California,Illinois,24085
2019,California,Indiana,4923
2019,California,Iowa,1956
2019,California,Kansas,2941
2019,California,Kentucky,2606
2019,California,Louisiana,5347
2019,California,Maine,2335
2019,California,Maryland,11775
2019,California,Massachusetts,16158
2019,California,Michigan,6406
2019,California,Minnesota,8951
2019,California,Mississippi,2354
2019,California,Missouri,7638
2019,California,Montana,1974
2019,California,Nebraska,2587
2019,California,Nevada,26433
2019,California,New Hampshire,709
2019,California,New Jersey,10812
2019,California,New Mexico,3418
2019,California,New York,37567
2019,California,North Carolina,13863
2019,California,North Dakota,710
2019,California,Ohio,9098
2019,California,Oklahoma,3747
2019,California,Oregon,17265
2019,California,Pennsylvania,12578
2019,California,Rhode Island,2839
2019,California,South Carolina,5803
2019,California,South Dakota,1345
2019,California,Tennessee,5863
2019,California,Texas,37063
2019,California,Utah,8504
2019,California,Vermont,784
2019,California,Virginia,24506
2019,California,Washington,31882
2019,California,West Virginia,303
2019,California,Wisconsin,4811
2019,California,Wyoming,1159
2019,Colorado,Alabama,3422
2019,Colorado,Alaska,862
2019,Colorado,Arizona,10616
2019,Colorado,Arkansas,1022
2019,Colorado,California,29350
2019,Colorado,Colorado,N/A
2019,Colorado,Connecticut,942
2019,Colorado,Delaware,0
2019,Colorado,District of Columbia ,259
2019,Colorado,Florida,14124
2019,Colorado,Georgia,6985
2019,Colorado,Hawaii,2782
2019,Colorado,Idaho,798
2019,Colorado,Illinois,10153
2019,Colorado,Indiana,3114
2019,Colorado,Iowa,2589
2019,Colorado,Kansas,6544
2019,Colorado,Kentucky,1455
2019,Colorado,Louisiana,3901
2019,Colorado,Maine,900
2019,Colorado,Maryland,3555
2019,Colorado,Massachusetts,6053
2019,Colorado,Michigan,3101
2019,Colorado,Minnesota,5523
2019,Colorado,Mississippi,554
2019,Colorado,Missouri,4801
2019,Colorado,Montana,1984
2019,Colorado,Nebraska,4861
2019,Colorado,Nevada,3888
2019,Colorado,New Hampshire,196
2019,Colorado,New Jersey,3677
2019,Colorado,New Mexico,4895
2019,Colorado,New York,7965
2019,Colorado,North Carolina,4930
2019,Colorado,North Dakota,2084
2019,Colorado,Ohio,4432
2019,Colorado,Oklahoma,4412
2019,Colorado,Oregon,3619
2019,Colorado,Pennsylvania,3362
2019,Colorado,Rhode Island,820
2019,Colorado,South Carolina,1081
2019,Colorado,South Dakota,1581
2019,Colorado,Tennessee,5549
2019,Colorado,Texas,32295
2019,Colorado,Utah,2458
2019,Colorado,Vermont,161
